Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:28150000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
28150000;1;01/01/2023;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28150000;1;01/12/2022;;1;1;"60,7508";"21,7208";"36,7863";5;18;1;1;1;"0,0";0;"42,5229";"50,1518";"50,0425";"54,4512";"60,7508";"54,8963";"48,9527";"42,6285";"37,5211";"33,6577";"29,5916";"27,3601";"27,1679";"28,7141";"26,1154";"24,0372";"23,0119";"21,7208";"22,8265";"24,5063";"25,3555";"27,9387";"27,7456";"26,2107";"24,1309";"27,8421";"33,6577";"46,6808";"58,9362";"57,021";"54,2289";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;1;01/11/2022;;1;1;"38,5523";"2,9178";"15,5222";30;1;1;1;1;"0,0";0;"2,9178";"4,7036";"7,6153";"9,137";"12,0739";"21,6291";"30,278";"29,8854";"21,5376";"17,5938";"15,4309";"13,4306";"13,2328";"12,3591";"10,6932";"11,054";"11,8855";"12,7441";"10,7829";"11,5125";"10,5148";"8,9709";"9,3887";"13,53";"17,1565";"17,0693";"17,9453";"21,1723";"30,8689";"38,5523";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
28150000;1;01/10/2022;;1;1;;;;;;0;0;0;"0,0";0;"1,5628";"1,4886";;;"1,4886";"1,4886";;;;"1,6006";"1,9583";"2,4394";"2,4855";"2,3484";"2,0848";"2,0001";"1,917";"1,5628";"2,2148";"2,1711";"2,1277";"2,0001";"1,9583";"2,0001";"2,0848";"2,7218";"4,5808";"5,1448";"4,1044";"3,6518";"3,1199";1;1;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;1;01/09/2022;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;"1,5255";"1,6006";"1,7555";"1,7953";"1,7162";"1,7162";"1,6772";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0
28150000;1;01/08/2022;;1;1;"2,6261";"1,4886";"1,9888";2;29;1;1;1;"0,0";0;"2,532";"2,6261";"2,6261";"2,5788";"2,532";"2,4855";"2,3937";"2,3035";"2,2148";"2,1277";"2,0848";"2,0422";"2,0848";"2,0848";"2,0422";"2,0001";"1,9583";"1,876";"1,8354";"1,7953";"1,7555";"1,7162";"1,6772";"1,6006";"1,5628";"1,5628";"1,5628";"1,5255";"1,4886";"1,4886";"1,4886";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;1;01/07/2022;;1;1;"5,8741";"2,4855";"3,7373";1;31;1;1;1;"0,0";0;"5,8741";"5,7382";"5,4709";"5,2093";"5,0807";"4,9535";"4,7036";"4,5199";"4,3994";"4,2803";"3,989";"3,8751";"3,7627";"3,6518";"3,5969";"3,5424";"3,3811";"3,2755";"3,1714";"3,1199";"3,0688";"2,9677";"2,9677";"2,8682";"2,819";"2,7218";"2,6737";"2,5788";"2,5788";"2,532";"2,4855";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;1;01/06/2022;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;"29,2985";"28,5198";"26,3061";"22,3644";"18,4752";"16,2889";"13,8302";"11,6053";"9,9879";"8,8063";"8,0036";"7,4624";"7,0864";"6,5748";"6,2902";"6,1501";"5,9426";;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;0
28150000;1;01/05/2022;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28150000;1;01/04/2022;;1;1;;;;;;0;0;0;"0,0";0;"69,4064";"62,8059";"56,3482";"52,8993";"48,4097";"46,4656";"44,8584";"42,7342";"41,4701";"40,0056";"37,213";"35,0708";"33,2562";"32,0579";"30,8689";"31,9585";"33,156";"34,3627";"35,2737";"36,1896";"37,5211";"38,4489";"39,6932";"39,6932";"38,2423";"35,2737";"33,9595";"32,6559";"31,3632";;;;;;;;;;;;;;;;;2;2;2;2;2;2;;;;;;;;;;0;0
28150000;1;01/03/2022;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;"55,3422";"57,2456";"56,3482";"55,0077";"52,8993";"54,6736";"57,021";"66,2626";"69,4064";"70,8134";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
28150000;1;01/02/2022;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28150000;1;01/01/2022;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;"150,5968";"153,1748";"154,208";"152,6586";;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28150000;2;01/09/2021;;1;1;"7,85";"3,93";"5,23";27;1;1;1;1;;;"3,93";"4,89";"6,22";"6,08";"5,54";"5,02";"4,77";"5,02";"5,14";"5,94";"5,27";"4,77";"4,64";"4,52";"4,52";"4,28";"4,28";"4,4";"4,52";"4,4";"4,52";"4,28";"4,16";"4,28";"5,27";"7,24";"7,85";"7,85";"6,94";"6,36";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/08/2021;;1;1;"6,08";"4,05";"4,6565";1;23;1;1;1;;;"6,08";"5,94";"5,81";"5,54";"5,54";"5,27";"5,27";"5,02";"4,77";"4,77";"4,77";"4,77";"4,64";"4,64";"4,52";"4,52";"4,52";"4,4";"4,28";"4,28";"4,28";"4,16";"4,05";"4,05";"4,05";"4,05";"4,16";"4,05";"4,05";"4,05";"4,05";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/07/2021;;1;1;;;;;;0;0;0;;;;;;;"11,24";"11,05";"10,87";"10,51";"10,34";"10,16";"9,81";"9,47";"9,14";"8,81";"8,48";"8,48";"8,16";"8,16";"8,0";"7,85";"7,54";"7,39";"7,24";"7,09";"6,94";"6,79";"6,65";"6,36";"6,36";"6,22";"6,08";;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/05/2021;;1;1;;;;;;0;0;0;;;"48,08";"46,79";"44,22";"42,1";"42,95";"40,63";"40,01";"40,21";"37,93";"35,88";"35,07";"33,86";"32,46";"31,46";;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;
28150000;2;01/04/2021;;1;1;"58,71";"37,52";"47,8783";5;16;1;1;1;;;"57,36";"56,24";"55,57";"57,36";"58,71";"56,91";"54,67";"51,58";"48,08";"44,64";"42,1";"40,21";"38,76";"38,35";"38,35";"37,52";"39,17";"40,01";"41,89";"46,79";"55,34";"57,81";"54,23";"53,12";"49,39";"44,86";"42,52";"43,37";"43,79";"47,65";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/03/2021;;1;1;"250,29";"52,02";"89,0252";20;11;1;1;1;;;"107,0";"121,75";"95,64";"77,77";"71,4";"69,52";"66,96";"63,49";"60,07";"54,67";"52,02";"52,9";"59,16";"57,81";"56,46";"54,45";"57,81";"96,71";"191,06";"250,29";"231,36";"178,28";"107,0";"82,5";"69,76";"66,03";"65,11";"63,04";"61,43";"59,62";"58,71";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/02/2021;;1;1;"188,92";"23,01";"74,8389";23;2;1;1;1;;;"24,32";"23,01";"23,38";"26,02";"47,22";"49,39";"45,5";"57,13";"55,12";"48,08";"52,9";"48,52";"49,39";"47,65";"57,81";"59,62";"63,26";"76,85";"86,41";"115,81";"129,74";"163,56";"188,92";"174,05";"133,77";"92,5";"76,85";"78,71";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
28150000;2;01/01/2021;;1;1;"63,72";"19,37";"32,7955";21;2;1;1;1;;;"19,54";"19,37";"21,17";"23,2";"27,75";"30,08";"30,28";"26,4";"22,83";"21,9";"26,02";"25,45";"25,26";"27,75";"29,89";"30,47";"31,07";"34,87";"47,44";"59,62";"63,72";"63,72";"50,26";"42,52";"36,09";"30,67";"28,71";"33,06";"31,07";"30,08";"26,4";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/12/2020;;1;1;"37,93";"11,24";"22,1629";23;6;1;1;1;;;"17,24";"14,75";"13,73";"12,94";"11,98";"11,24";"12,36";"15,35";"18,65";"20,08";"20,99";"21,9";"22,09";"21,54";"20,63";"19,19";"18,3";"17,42";"16,72";"18,3";"29,89";"35,27";"37,93";"36,5";"35,07";"32,06";"30,67";"30,47";"27,94";"24,13";"21,72";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/11/2020;;1;1;"47,22";"6,08";"19,4833";25;15;1;1;1;;;"10,51";"10,51";"9,81";"8,48";"7,85";"8,81";"15,86";"18,3";"16,03";"12,74";"9,64";"8,16";"6,94";"6,36";"6,08";"8,48";"16,9";"23,76";"29,89";"28,71";"26,21";"31,46";"33,46";"43,37";"47,22";"40,42";"31,07";"25,64";"22,46";"19,37";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/10/2020;;1;1;"10,16";"4,05";"5,7339";31;22;1;1;1;;;"6,65";"5,94";"5,54";"5,02";"4,52";"4,4";"4,52";"5,81";"6,08";"6,36";"6,94";"7,09";"7,39";"7,24";"6,36";"5,54";"5,02";"4,77";"4,52";"4,28";"4,28";"4,05";"4,05";"4,28";"5,67";"6,22";"6,36";"5,94";"5,81";"6,94";"10,16";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/09/2020;;1;1;"10,51";"3,17";"4,4407";27;18;1;1;1;;;"4,28";"4,16";"4,05";"3,93";"3,82";"3,82";"3,6";"3,6";"3,6";"3,49";"3,49";"3,38";"3,38";"3,38";"3,38";"3,28";"3,28";"3,17";"3,17";"3,28";"3,28";"3,28";"3,49";"3,82";"4,89";"8,81";"10,51";"8,81";"7,85";"6,94";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/08/2020;;1;1;"5,94";"4,28";"4,9506";1;21;1;1;1;;;"5,94";"5,81";"5,81";"5,81";"5,54";"5,54";"5,27";"5,27";"5,27";"5,14";"5,14";"5,14";"5,02";"4,77";"4,77";"4,64";"4,52";"4,52";"4,52";"4,4";"4,28";"4,28";"4,28";"4,28";"4,52";"4,89";"5,02";"5,02";"4,77";"4,77";"4,52";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/07/2020;;1;1;"12,36";"6,08";"8,5294";1;31;1;1;1;;;"12,36";"11,61";"10,87";"10,69";"10,51";"10,16";"10,16";"9,99";"9,81";"9,47";"9,14";"9,14";"8,81";"8,81";"8,64";"8,48";"8,16";"7,85";"7,85";"7,54";"7,54";"7,39";"7,24";"6,94";"6,94";"6,65";"6,5";"6,36";"6,36";"6,36";"6,08";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/06/2020;;1;1;"25,83";"12,74";"18,625";1;30;1;1;1;;;"25,83";"25,07";"24,51";"24,13";"23,94";"24,51";"24,13";"23,38";"21,9";"21,17";"20,45";"19,9";"19,01";"18,12";"17,77";"17,42";"16,9";"16,55";"16,2";"15,86";"15,52";"15,18";"14,75";"14,54";"14,34";"14,34";"13,93";"13,53";"13,13";"12,74";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/05/2020;;1;1;"56,24";"26,98";"37,7513";1;31;1;1;1;;;"56,24";"52,02";"49,39";"46,79";"44,64";"42,95";"41,68";"40,84";"40,63";"41,26";"44,01";"44,22";"41,26";"39,17";"37,11";"35,27";"37,93";"35,68";"35,27";"34,67";"33,66";"32,66";"30,28";"29,49";"29,1";"28,91";"28,91";"30,67";"29,89";"28,71";"26,98";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/04/2020;;1;1;"201,83";"45,5";"87,3117";17;10;1;1;1;;;"78,71";"68,12";"60,52";"56,46";"54,67";"51,14";"49,39";"49,39";"47,22";"45,5";"46,36";"55,57";"72,11";"81,54";"158,35";"189,99";"201,83";"182,53";"124,74";"108,95";"94,59";"93,02";"86,91";"83,95";"90,44";"95,64";"86,91";"75,93";"67,66";"61,21";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/03/2020;;1;1;"234,68";"63,26";"107,3445";16;5;1;1;1;;;"77,77";"81,54";"75,93";"67,89";"63,26";"64,18";"66,49";"64,41";"69,99";"71,64";"74,12";"70,93";"83,47";"124,74";"161,47";"234,68";"230,26";"203,99";"191,06";"151,11";"149,05";"136,8";"115,81";"108,95";"80,59";"70,93";"68,36";"68,12";"77,31";"117,78";"105,05";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/02/2020;;1;1;"152,14";"54,23";"85,529";11;7;1;1;1;;;"55,57";"59,62";"69,52";"66,26";"59,62";"63,95";"54,23";"85,92";"86,41";"147,0";"152,14";"93,54";"76,85";"81,06";"83,47";"84,44";"90,44";"97,78";"90,44";"96,71";"110,9";"95,64";"75,93";"78,24";"82,5";"92,5";"94,59";"81,54";"73,53";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
28150000;2;01/01/2020;;1;1;"52,9";"15,52";"30,5087";31;4;1;1;1;;;"27,94";"23,94";"17,59";"15,52";"20,08";"32,06";"40,42";"42,52";"40,42";"35,48";"29,3";"26,02";"27,17";"25,26";"29,1";"24,13";"21,54";"19,9";"18,3";"20,45";"23,76";"23,94";"25,64";"32,26";"36,29";"37,11";"37,52";"41,68";"45,07";"52,46";"52,9";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/12/2019;;1;1;"27,17";"8,81";"16,6687";31;24;1;1;1;;;"25,26";"22,46";"20,81";"21,9";"25,64";"20,81";"19,72";"18,65";"18,3";"20,81";"20,08";"19,01";"17,59";"16,38";"15,18";"13,93";"12,94";"11,61";"10,16";"9,47";"9,47";"9,3";"9,14";"8,81";"8,81";"8,97";"9,81";"15,86";"22,09";"26,59";"27,17";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/11/2019;;1;1;"28,71";"6,79";"15,0533";26;5;1;1;1;;;"7,54";"7,54";"7,24";"7,24";"6,79";"7,54";"7,54";"9,81";"11,61";"15,52";"16,2";"13,53";"11,98";"10,16";"10,51";"9,47";"8,81";"9,47";"15,52";"20,45";"22,64";"21,72";"25,64";"26,4";"21,54";"28,71";"18,3";"19,37";"25,64";"27,17";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/10/2019;;1;1;"20,08";"4,64";"9,1797";23;8;1;1;1;;;"6,65";"9,47";"10,51";"9,3";"7,85";"6,36";"5,27";"4,64";"4,64";"6,22";"5,81";"6,79";"6,94";"6,36";"6,08";"6,5";"7,09";"8,81";"8,64";"7,69";"7,39";"18,48";"20,08";"19,37";"18,3";"16,2";"10,16";"8,48";"8,48";"7,85";"8,16";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/09/2019;;1;1;"4,64";"2,04";"2,6617";30;22;1;1;1;;;"2,39";"2,39";"2,39";"2,39";"2,3";"2,49";"2,87";"3,38";"3,38";"3,38";"3,49";"2,58";"2,39";"2,39";"2,3";"2,3";"2,3";"2,3";"2,21";"2,21";"2,13";"2,04";"2,04";"2,21";"2,21";"2,39";"2,49";"3,82";"4,05";"4,64";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
